Book,Army,Var,Army Name,,Topography,Agg,General,1,2,3,4,5,6,7,8,9,10,Check,,Kn,HCh,Cv,LCh,Cm,LH,LCm,El,SCh,Pk,Sp,Bd,Bw,Lb,Cb,Wb,Hd,Ax,Ps,Art,WWg,CWg,CP,Lit,Enemies,Allies
2,73,,"Old Saxon Army 250-804 AD, Frisian Army 250-690 AD, Bavarian Army 250-788 AD, Thuringian Army 250-531 AD & 555 AD and Early Anglo-Saxon Army 428-617AD",f3,Arable/Littoral/Forest,2,4Wb,10x4Wb,1xPs,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/64a, 68a, 68b, 72b, 72d, 73, 78a, 81a, 81b, 81c, 81d, 83a, III/1a, 2, 3, 5a, 13b, 19a, 21a, 21b, 28",III/1a or 1b or 13a or 13b (Bavarians only)
2,74,a,Odenathus' Army260-271 AD,d1,Dry,1,4Kn,2x4Kn,1xLH,2x4Bw,2x3Bw or Ps,1x4Bd or 4Bw or Cv or LH,2x4Bd,1x4Ax,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 69a",II/23a
2,74,b,Zenobia' Army 271-273 AD,d1,Dry,1,4Kn or Cv or LCm,2x4Kn,1x4Kn or 4Bd or 3Bw,2xLH,4x4Bw,2x3Bw or Ps,,,,,,4,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 64b",II/23a
2,75,,Paekche and Kaya Korean Army 300-663 AD,h0,Hilly,0,Cv or 4Kn,1xCv or 4Kn,1xCv,4x3Pk,4x3Bw,1xPs,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/64b, 64c, II/63, 76, 77a, 79a, III/20a, 20c",I/64b or II/76 or 77a or 79a or III/7a or 7b
2,76,,Koguryo Korean Army 300-668 AD,a0,Arable,0,4Kn,1x4Kn,1x3Kn or 4Kn or LH,1xLH or 3Bd or 4Bd,1x4Bw,2x4Pk or 3Pk,2x3Pk,2x3Bw,1xPs or 3Bw,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/64b, 64c, II/61a, 61b, 61c, 61d, 63, 75, 77a, III/20a, 20b, 20c","II/38b, or 61c, or 75 or 77a or III/7b"
2,77,a,Shilla Korean Army 300-670 AD,h0,Hilly,0,Cv or 4Kn,1x3Kn or LH,1xCv,4x3Pk,1x4Cb,3x3Bw,1xPs,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/64b, 64c, II/63, 75, 76, 79a, III/7a, 7b, 20a, 20b",II/75 or 76 or III/20c
2,77,b,Shilla Korean Army 671-935 AD,h0,Hilly,0,Cv or 4Kn,1x3Kn or LH,1xCv,2x3Pk,1x4Cb,3x3Bw,2x4Pk or 3Pk,1xPs,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/7b, 20c, 39, 55, 56, 57",
2,78,a,Western Roman Army 307-408 AD,a1,Arable,1,Cv,1xCv,2xLH,2x4Bd,3x4Ax,2x4Ax or Ps,1x3Kn or 4Kn or 3Kn or LH or Art or 4Bd or 4Wb,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/54a, 57, 58, 64a, 64b, 65b, 65c, 66, 67a, 67b, 68a, 70a, 72a, 72b, 72c, 72d, 73, 78a, 78b, 80d, 82a",II/57 or 72d
2,78,b,Eastern Roman Army 307-408 AD,a2,Arable,2,Cv,2x4Kn,1xLH,1xLH,3x4Bd,2x4Ax,1x4Bw or Ps,1xCv or Art,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/26, 28c, 52, 55b, 58, 65a, 65b, 65c, 67b, 69a, 69b, 70b, 72a, 78a, 80d",II/23a or 28c or 65b
2,79,a,Northern Dynasty Army 386-581 AD,a2,Arable,2,3Kn or 4Kn,2x3Kn or 4Kn,1xLH,1x3/4Bd or Cv + 1x3Bw or 3Ax + 3xSp or 7Hd + 2x3Bw + 1x3Cb or Ps or (2x3Kn or 4Kn + 2xCv + 4xLH),,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/21b, 21c, 38c, 46c, 61b, 61c, 61d, 75, 76, 77a, 79a, 79b, III/8, 11b, 20a",II/38c or III/11a
2,79,b,Southern Dynasty Army 317-589 AD,a1,Arable,1,3Kn or 4Kn,1x3Kn or 4Kn or Cv,2x3/4 Bd,2x3Ax,4x3Cb or Ps,2x3Wb or WWg or LH + 3Cb or Ps,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49d, II/21b, 21c, 38b, 79a, 79b, III/20a",
2,80,a,Attila's Army 433-453 AD,s4,Steppe,4,Cv or LH,5xLH,1x3Kn,2xLH or 4Wb,2x4Wb,1xPs,,,,,,2,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/65b, 65c, 67b, 69b, 70a, 72d, 82a, 83a, 83b",
2,80,b,Sabir Hunnic Army 5150558 AD,h3,Hilly,3,Cv or LH or 4Wb,6xLH,5x4Wb or 4Bw,,,,,,,,,3,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/28c, 58, 69b, 80d, 83b",
2,80,c,Chionite or Hephthalite Hunnic Army in Bactria or India 356-570 AD,t1,Tropical,1,Cv,8xLH,1x3Kn or El,2x3Bw or LH,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/3b, 46b, III/10c",
2,80,d,Other Hunnic Armies 374-558 AD,s3,Steppe,3,Cv or LH,11xLH,,,,,,,,,,2,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/3b, 25, 28c, 38c, 46b, 46c, 58, 65b, 65c, 67b, 69b, 71, 72a, 72d, 78a, 78b, 80b, 80d, 83a, 83b, III/8, 11b",
2,81,a,"Armies of Dux Brit, the Com Lit Sax, Britania Prima, Ambrosius, Riothamus or Arthur 407-470 AD",a1,Arable,1,Cv or 3Kn,1xCv,1xLH or Cv,1x4Kn or Cv,2x4Bd or Sp,5x4Ax or Sp,1xPs,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/54a, 68a, 73, 81a, 81b","II/78a, 82a"
2,81,b,Vortigern's Army 429-441 AD,a1,Arable,1,Cv or 4Bd,1xCv or Cv or 4Bd,6x4Ax or Sp,1x4Wb,2x4Wb or 7Hd,1xPs,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"II/54a, 68a, 73, 81a, 81c",II/73
2,81,c,British Armies 471-580 AD or Amorican Army 429-580 AD,a1,Arable,1,Cv or 3Kn,1xCv,4xLH or Sp,4xSp or 7Hd,2xPs,,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/70a, 72d, 73, 82a, 83a","II/58, 72d"
2,81,d,Strathclyde Army 580-1034 AD,a1,Arable,1,Cv,2xCv,1xCv or Sp,7xSp,1xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/54b, 68b, 73, III/24a, 24b, 40a, 40b, 45",III/40b
2,82,a,Western Patrician Roman Army 408-493 AD,a0,Arable,0,Cv or 3Kn,1xCv,2xCv or 3Kn or LH or 3Kn,1x4Bd,2x4Ax,3x4Ax or 4Wb,2xPs,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/66, 67b, 71, 72b, 72c, 72d, 73, 80a, 80d, 82a, 83a, 84, III/17",II/40 or 58 or 70 or 72 or 73 or 80d or 81a or 81c or 82b or 83a
2,82,b,Eastern Patrician Roman Army 408-493 AD,a1,Arable,1,3Kn,1x3Kn or Cv,2xLH,1xKn or 3Kn,2x4Bd,2x4Ax,2x4Bd or 4Wb or Ps or Ps,1xPs or 4Bw,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/67b, 69b, 69c, 71, 80a, 80b, 80d, 83a, 83b, 84, III/1c, 17",II/23a or 67b
2,83,a,Later Visgothic Army 419-621 AD,a1,Arable,1,3Kn,1x3Kn,2xCv,2xCv or 4Ax,4x4Wb,2xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/66, 70a, 72c, 72d, 78a, 80a, 80d, 81c, 82a, 83a, III/4b, 5a, 5b, 17",II/70a or 72c or III/3 or 4b
2,83,b,Later Visgothic Army 622-720 AD,a1,Arable,1,3Kn,1x3Kn,2xCv,1x4Ax or 7Hd,4xSp,2xPs,1xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/67b, 71, 80a, 80b, 82b, III/1c, 5b, 17, 28, 31, 34a",
2,84,,African Vandal Army 442-535 AD,l3,Littoral,3,3Kn,10x3Kn,1x3Kn or LH or LH or Ps or 3Kn,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/57, 82a, 82b, III/4a",II/57
3,1,a,Northern Slav Armies 580-1218 AD,l1,Littoral,1,Cv,1xCv,7x3Ax,1x4Bd or Cv or 3Kn or 3Bw,2xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/73, III/40a, 40b, 40c, 40d, 48, 53, 63a, 63b, IV/13a",II/73 (Old Saxon)
3,1,b,Western Slav Armies 741-1003 AD,a1,Arable,1,Cv,1xCv or 3Kn or 3Bw,8xSp,2xPs or 3Bw,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/28, 30b, 53, 63a, 68a, ","II/73 (Bavarian), III/30b or 47"
3,1,c,Southern Slav Armies 476-896 AD,f1,Forest,1,Cv or 3Ax,1x3Ax or Cv,8x3Ax,2xPs,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"II/71, 72d, 83b, III/2, 3a, 4b, 5a, 13a, 13b, 14a, 14b, 14c, 16, 17, 21a, 26a, 26b, 28, 29, 30a, 30b, 32, 40a, 47, 48, 53, 63a",
3,2,,Early Lombard Army 489-584 AD,a2,Arable,2,3Kn,4x3Kn,4x3Kn/4Wb,3x3Bw,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/67b, 71, 72d, 73, 83a, III/1c, 2, 3, 4a, 4b, 5a, 13a, 13b, 17",II/72c (Suevi) or 73 (Old Saxon) or (III/5a and/or 13b) or 14a
3,3,,Italian Ostrogothic Army 493-561 AD,a0,Arable,0,3Kn,5x3Kn,2x3Kn or Sp,2xPs,2x3Bw or 7Hd,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/70a, 71, 72d, 73, III/2, 4a, 4b, 5a",II/70a
3,4,a,Early Byzantine Army 493-544 AD,a3,Arable,3,Cv,5xLH or Cv,2x4Bd,1xCv or 3Ax or 3Kn,1xLH,2xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 55b, 57, 69b, 71, 84, III/1c, 2, 3, 5a",II/23a
3,4,b,Early Byzantine Army 545-578 AD,a3,Arable,3,Cv or 6Cv,1xLH or Cv,5xCv or 6Cv,1x3Kn or 3Ax,2x4Bd,2xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 55b, 57, 69b, 69c, 71, 83a, III/1c, 2, 3, 5a, 13a, 13b, 14a",II/67 (Herul) or 80b (Sabir) or III/2
3,5,a,Austrasian or Burgundian Armies 496-639 AD,a3,Arable,3,3Kn or Cv,1x3Kn or Cv,6x4Wb,3xSp or 4Wb,1xPs,,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/70a, 73, 82a, III/1c, 2, 3, 4a, 4b, 5a, 5b, 13a, 13b, 17, 18, 21a",II/83a
3,5,b,"Neustrian, Aquitanian, or Prvincal Armies 496-639 AD",a3,Arable,3,3Kn or Cv,1x3Kn or Cv,6xSp,3xSp or 3/4Wb,1xPs,,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/82b, 83a, III/5a, 18, 21a",II/83a
3,6,a,Emishi Army 500-699 AD,h0,Hilly,0,3/4Bw,11xPs or 3Bw,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"III/7a, 7b",
3,6,b,Emishi Army 700-878 AD,h0,Hilly,0,LH or Cv,9xLH,2xPs or 3Bw or LH,,,,,,,,,2,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,III/7b,
3,7,a,Kofun Army 500-645 AD,a3,Arable,3,Cv or 4Bw,1xCv,2x4Bw,4x3/4Bw,2xSp/4Pk,1xPs or 7Hd,1x3Bw or 7Hd,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"II/77a, III/6a, 7a, 20a, 20c",II/75
3,7,b,Ritsuryo or Early Heian Army 646-900 AD,a3,Arable,3,Cv or 4Bw,2xCv,1xLH or Ps,6x4/8Bw,1xLH or 7Hd,1xArt,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"II/77a, 77b, III/6a, 6b, 7b, 20c",II/75
3,8,,Central-Asian City Army 500-1000 AD,s0,Steppe,0,3Kn or Cv,2x3Kn or Cv,3xCv,1xLH,4x3/4Bw,1x7Hd or Ps,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/38c, 79a, 80d, III/8, 11b, 15, 20a, 20c, 25b, 25c, 31, 39, 43c",III/11b or 31
3,9,a,Burmese Army 500-1043 AD,t2,Tropical,2,El,1xCv,6x3Ax,3x3Bw or 3Cb,1x3Bw or 3Cb or Ps,,,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49d, III/9a, 15, 20c, 23a, 36, 60",
3,9,b,Burmese Army 1044-1526 AD,t2,Tropical,2,El or Cv,2xEl,1xCv,3x3Ax,1x3Ax or 3Bd,1x4Cb,2x3Cb or or 3Bw,1x3Bw or 3Cb or Ps or 3Wb,,,,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/42d, III/9b, 10c, 23a, 60, IV/40, 48, 73",IV/48
3,10,a,Kanauj Army 545-1510 AD,t2,Tropical,2,El,2xEl,2xCv,1x3Bd,3x3Bw,2xSp or Ps,1xSp or 7Hd,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/42b, III/10c",
3,10,b,Rajput Army 747-1303 AD,t2,Tropical,2,El or 3Kn,2x3Kn,1xEl or 3Kn,2x3Bd,3x3Bw,1xCm or 3Bw,1xPs,1xPs or 7Hd,,,,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 10c, 15, 31, 38, 43a, 43b, 64a, 64b, IV/8, 36a",III/10c
3,10,c,Other Hindu Indian Armies 606-1510 AD,t2,Tropical,2,El,1xEl,2xCv,1x3Bd,4x3Bw,1xPs,1xPs or 7Hd,1xEl or Art,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/42b, 42d, 80c, III/9b, 10a, 10b, 10c, 15, 31, 37a, 38, 43b, IV/36a, 36b, 75",II/42b or 80c or III/10b or 15 or 38 or IV/36a
3,11,a,Turfan Uighur Army 869-1310 AD,s3,Steppe,3,Cv,2xCv or LH,3xLH,3x3Bw or Ps,3xSp,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/11b, 15, 39, 42a, 42b, 44, 56, 67, IV/15, 35, 48, 52",III/11b or 15
3,11,b,Other Turkish Armies 550-1310 AD,s3,Steppe,3,Cv,2xCv,6xLH,1xMtd-3Bw or 3Bw or Ps or LH,2x7Hd or LH,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/38c, 61d, 69c, 79a, 80d, III/8, 11a, 11b, 13b, 14a, 15, 16, 20a, 20b, 20c,31, 32, 37a, 43a, 43b, 43c, 44, 47, 56, 64a, 74b, 80, IV/8, 15, 24a, 35",III/8 or 14a or 15 or 31 or 56
3,12,,Christian Nubian Army 550-1500 AD,d1,Dry,1,Cv or 3Kn,2xCm,2xLH,3x4Bd/4Ax,3x3/4Bw,1x7Hd or Ps or LCm,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/55b, 55c, 62a, 62b, III/12, 25b, 25c, 31, 37a, 37b, 49, 66, 69, IV/20, 45",II/55b or 55c or IV/45
3,13,a,Avar Army 553-557 AD & 632-826 AD,s3,Steppe,3,Cv,9xCv,2xLH or Cv,,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/71, III/1c, 2, 4b, 5a, 14a, 14b, 14c, 17, 21a, 21b, 26a, 26b, 28",III/14b
3,13,b,Avar Army 558-631 AD,s3,Steppe,3,Cv,4xCv,2xLH,3x3Ax,1xPs,1x3Ax or Art,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, 73, III/1c, 2, 4b, 5a, 11b, 14a, 17, 21a, 26a, 26b",II/69c
3,14,a,Bulgar Army 558-674 AD,s1,Steppe,1,Cv,5xCv or LH,6xLH,,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/1c, 4b, 11b, 13a, 13b, 16, 17, 26a, 29, 30a",
3,14,b,Bulgar Army 675-803 AD,s3,Steppe,3,Cv,2xCv,4xLH,4x3Ax,1xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 13a, 16, 26a, 29, 30a",
3,14,c,Bulgar Army 804-1018 AD,s3,Steppe,3,3Kn,2x3Kn,4xLH,4xSp,1x3Bw or Ps,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1c, 13a, 26a, 29, 30b, 47, 48, 65, 68a",III/13a or 47
3,15,,Tibetan Army 560-1065 AD,h3,Hilly,3,Kn/Sp,4xKn/Sp,3xKn/Sp or Cv,1xCv or Sp or LH or Ps or 3Bd,1xPs or Cv,2xKn/Sp or LH,,,,,,2,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/8, 9a, 10b, 10c, 11a, 11b, 15, 20c, 31, 36, 37a, 37b, 39, 62a, 67",III/8 or 11b or 36
3,16,,Khazar Army 568-1083 AD,s1,Steppe,1,3Kn or Cv or CWg,1x3Kn,4xCv or LH,2xLH,2x7Hd,1xSp or Ps,1xArt or LH,,,,,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"II/58, 69c, III/1c, 11b, 14a, 14b, 14c, 25b, 25c, 29, 30a, 31, 32, 37a, 37b, 43a, 43b, 43c, 47, 64a, 64b, 71a",III/11b
3,17,,Maurikian Byzantine Army 575-650 AD,a1,Arable,1,Cv or 6Cv,5x6Cv or Cv,3xLH or Sp,2xLH or 4Bw or Ps,1x3Kn or Ps or Art,,,,,,,15,,0,0,6,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,"II/23a, 55b, 57, 69c, 82a, 82b, III/1c, 2, 5a, 13a, 13b, 14a, 21a, 25a, 25b, 26a, 26b, 27",II/23a or 57 or 69b or 69c or III/16
3,18,,Breton Army 580-1072 AD,a1,Arable,1,Cv,5xCv,3xCv or LH,1xLH or Ps,2xCv or 2x7Hd or (1x7Hd + 1x4Wb),,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"III/5a, 5b, 28, 40a, 40b, 52",III/28 or 40a or 40b
3,19,a,Welsh Army 580-1049 AD,h1,Hilly,1,Cv or 3Bd or 3Wb,9x3Wb,2xPs,,,,,,,,,3,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"II/54b, 73, 81d, III/19a, 24a, 24b, 40a, 40b, 52, 72, IV/3",III/24a or 40b
3,19,b,South Welsh Army 1100-1197 AD,h1,Hilly,1,Cv,9x3Lb,2x3Ax or Ps,,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/19b, 19c, 40b, IV/3, 9, 23",IV/23
3,19,c,North Welsh Army 1150-1420 AD,h1,Hilly,1,Cv or 3Kn,10x3Pk,1xPs,,,,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/19b, 19c, 40b, IV/3, 9, 23, 62a, 62b, 62c","III/19b, IV/23 or 64b"
3,20,a,Sui Army 581-611 AD,a3,Arable,3,3/4Kn,1x4Kn,1x3Kn,4xSp or 3Pk or 8Bw,4xBw or Ps,1xLH or 3Wb or Ps or 4Cb or Art,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49d, II/61d, 76, 77a, 79a, 79b, III/7a, 8, 11b, 23b",III/11b
3,20,b,Sui Army 612-623 AD,a3,Arable,3,3/4Kn,1x4Kn or 3Kn,1x3Kn or Cv,6x7Hd,2xPs or 3Bw,1xLH or Art,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/76, III/11b, 20c",
3,20,c,T'ang Army 618-755 AD,a3,Arable,3,1xCv,3xCv,2xLH,3x8Bw + 2x4Bw + 1x4Cb or (2xCv + 4xLH),,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49d, II/61d, 75, 76, 77b, III/7a, 7b, 8, 9a, 11b, 15, 20b, 23b, 31, 36, 37a",II/61d or 77a or III/8 or 11b
3,21,a,Lombard Army 584-774 AD,a1,Arable,1,3Kn,3x3Kn,4x3Kn,3x3Bw or Ps,1xPs or Sp,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/73, III/1c, 5a, 5b, 13a, 13b, 17, 28, 29",III/1c or 13b
3,21,b,Lombard Army 775-1076 AD,a1,Arable,1,3Kn,4x3Kn,4xSp,1x3Bw or Ps,2xPs or 7Hd,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/73, III/13a, 21b, 28, 29, 30b, 33, 52, 53, 65, 76",III/29 or 33 or 34b or 52 or 53 or 65
3,22,a,Maya Army 600-987 AD,a0,Arable,0,3/4Ax,10x3Ax,1xPs,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,III/22a,
3,22,b,Maya Army 988-1282 AD,t0,Tropical,0,4Bd,1x4Bd,9x3Ax,1xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/22b, 59",
3,22,c,Maya Army 1283-1461 AD,t0,Tropical,0,4Bd,1x4Bd,8x3Ax,1x4Bw,1xPs,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"III/22c, IV/19a, 63",
3,22,d,Maya Army 1462-1546 AD,t0,Tropical,0,3/4Ax,8x3Ax,2xPs or 3Bw,1xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"III/22d, IV/63",
3,23,a,Khmer Army 605-1431 AD,t2,Tropical,2,El,1xEl,1xCv,4x4Ax,1x3Ax,1x4Bw,2xPs,1xArt or 3Bd or Cv or 4Ax or 3Wb,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/9a, 9b, 23a, 23b, IV/37a, 37c, 40",III/9a or 9b or 23b
3,23,b,Cham Army 605-1471 AD,t2,Tropical,2,El,1xEl,1xCv or 3Ax,5x4Ax,1x3Ax or Ps,2xPs or 3Wb,1xArt or 3Ax or Ps,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49d, III/20a, 20c, 23a, 23b, 36, 39, 60, IV/37c, 48",III/23a or 60
3,24,a,Anglo-Saxon Army 617-700 AD,a2,Arable,2,4Wb,1x4Wb,6xSp,2xSp or 7Hd,1xPs,1xCv or 4Wb,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"II/68b, 81d, III/19a, 24a",III/19a (Mercian)
3,24,b,Anglo-Saxon Army 701-1016 AD,a2,Arable,2,4Bd,2x4Bd,6xSp,2xSp or 7Hd,1xPs,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"II/68b, 81d, III/19a, 24b, 40a, 40b, 45, ",III/40b
3,25,a,Arab Conquest Army 622-638 AD,d4,Dry,4,Cv or 4Bd or CP,2x3Bw,7x4Bd,1xPs or LCm,1xLH or Cm/Bd,,,,,,,3,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"II/23a, 23b, 23c, 69c, III/17",
3,25,b,Arab Conquest Army 639-660 AD,d4,Dry,4,Cv,4xCv,1x3/4Bw,5x4Bd,1x3Ax or Ps or LCm,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/55b, 57, 69c, III/8, 12, 16, 17, 27, 29",
3,25,c,Khawarij Army 658-873 AD,d3,Dry,3,3Kn,4x3Kn,5x3Wb,1x3Bw,1x3Wb or LCm or LH,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/25b, 25c, 31",
